CODIGO;MTRA01;MTRA03;MTRA04;MTRA06;MTRA07;MTRA081;MTRA082;MTRA083;MTRA084;MTRA085;MTRA086;MTRA087;MTRA09;MTRA091;MTRA10;MTRA101;MTRA102;MTRA111;MTRA112;MTRA113;MTRA114;MTRA12;MTRA16;MTRA161;MTRA17;MTRA181;MTRA182;MTRA183;MTRA184;MTRA185;MTRA186;MTRA187;MTRA188;MTRA19;MTRA1911;MTRA192;MTRA1912;MTRA193;MTRA1913;MTRA1914;MTRA1915;MTRA201;MTRA202;MTRA203;MTRA204;MTRA205;MTRA206;MTRA207;MTRA208;MTRA209;MTRA2010;MTRA21;MTRA221;MTRA222;MTRA223;MTRA224;MTRA23;MTRA231;MTRA24;MTRA25
2304269;Secretaria em conjunto com outras politicas setoriais;Masculino;44;Ensino superior completo;1;1;1;1;1;0;1;0;1;1;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2304277;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1
2304285;Orgao da administracao indireta;Masculino;45;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;1;0;;1;1;0;0;0;1;1;1;1;1;1;1;1;1;;Parcialmente adaptada;0;0;1;0;1;1;0;0
2304301;Secretaria exclusiva;Masculino;30;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;1;0
2304350;Nao possui estrutura;;;;1;1;1;1;1;1;1;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
2304400;Orgao da administracao indireta;Masculino;79;Especializacao;1;1;1;1;0;1;1;0;1;1;1;1985;Tem maior representação governamental;1;0;0;0;0;0;;;0;1;1;1;1;1;1;;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;;Parcialmente adaptada;0;1;1;0;1;0;1;1
2304459;Setor subordinado diretamente a chefia do Executivo;Masculino;59;Ensino fundamental incompleto;1;1;0;0;0;0;0;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2304509;Secretaria exclusiva;Masculino;60;Ensino fundamental completo;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2304608;Secretaria exclusiva;Masculino;43;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2304657;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2304707;Setor subordinado a outra secretaria;Masculino;69;Ensino medio completo;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2304806;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2304905;Nao possui estrutura;;;;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;1;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2304954;Secretaria em conjunto com outras politicas setoriais;Feminino;53;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2305001;Setor subordinado diretamente a chefia do Executivo;Masculino;50;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2305100;Setor subordinado diretamente a chefia do Executivo;Masculino;63;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2305209;Secretaria em conjunto com outras politicas setoriais;Masculino;35;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305233;Secretaria em conjunto com outras politicas setoriais;Masculino;47;Ensino medio completo;1;1;1;0;1;1;1;0;1;1;0;;;;;;;;1;0;0;0;0;1;1;0;1;0;;1;1;1;0;;0;0;0;1;0;0;0;1;0;0;0;0;;Totalmente adaptada;1;1;0;0;1;1;1;1
2305266;Secretaria exclusiva;Masculino;57;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2305308;Setor subordinado diretamente a chefia do Executivo;Masculino;24;Ensino superior incompleto;1;1;1;1;1;1;1;0;0;;0;;;;;;;;1;0;0;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305332;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305357;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2305407;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;1;0;0;0
2305506;Secretaria em conjunto com outras politicas setoriais;Masculino;41;Especializacao;0;;;;;;;;0;;1;2013;Paritário;1;1;0;1;0;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305605;Setor subordinado a outra secretaria;Masculino;32;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305654;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2305704;Setor subordinado a outra secretaria;Feminino;38;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2305803;Orgao da administracao indireta;Masculino;57;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2305902;Secretaria em conjunto com outras politicas setoriais;Masculino;47;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
2306009;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2306108;Setor subordinado a outra secretaria;Masculino;54;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;1;0;;;;;;;;;;1;Totalmente adaptada;;;;1;1;0;0;0
2306207;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2306256;Setor subordinado a outra secretaria;Masculino;28;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2306306;Secretaria em conjunto com outras politicas setoriais;Masculino;0 informou;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2306405;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2306504;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2306553;Setor subordinado a outra secretaria;Feminino;40;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2306603;Setor subordinado a outra secretaria;Feminino;44;Mestrado;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;1;0;;0;;1;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;1;0;0
2306702;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2306801;Secretaria exclusiva;Masculino;51;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;0;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;1;1;1;0
2306900;Setor subordinado a outra secretaria;Masculino;34;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;1;1;1;0
2307007;Setor subordinado a outra secretaria;Masculino;44;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
2307106;Setor subordinado a outra secretaria;Masculino;28;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2307205;Setor subordinado a outra secretaria;Masculino;42;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2307254;Secretaria exclusiva;Masculino;31;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;1;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2307304;Setor subordinado a outra secretaria;Masculino;39;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;1;1;1;0;1;1;;1;1;1;0;;0;0;0;1;0;0;1;1;0;0;1;0;;Totalmente adaptada;0;0;1;0;1;1;1;0
2307403;Setor subordinado a outra secretaria;Masculino;43;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2307502;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2307601;Setor subordinado a outra secretaria;Masculino;46;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;1
2307635;Setor subordinado a outra secretaria;Masculino;23;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2307650;Setor subordinado diretamente a chefia do Executivo;Masculino;63;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;1;1;1;0;1;0;;1;0;;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;Parcialmente adaptada;0;0;1;0;1;1;1;0
2307700;Setor subordinado a outra secretaria;Masculino;58;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;;Parcialmente adaptada;0;0;1;0;1;1;1;1
2307809;Setor subordinado a outra secretaria;Masculino;44;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2307908;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2308005;Setor subordinado a outra secretaria;Masculino;50;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;1;0;0;0;0;;;;;;;;;;1;Parcialmente adaptada;;;;1;1;1;0;0
2308104;Setor subordinado diretamente a chefia do Executivo;Masculino;43;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2308203;Setor subordinado diretamente a chefia do Executivo;Masculino;48;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Parcialmente adaptada;;;;1;1;1;0;0
2308302;Setor subordinado diretamente a chefia do Executivo;Masculino;31;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2308351;Setor subordinado diretamente a chefia do Executivo;Masculino;28;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2308377;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2308401;Setor subordinado a outra secretaria;Masculino;63;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;1;1;0;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;0;1;0
2308500;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2308609;Setor subordinado a outra secretaria;Masculino;50;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2308708;Orgao da administracao indireta;Masculino;46;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;1;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;1;1;0
2308807;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;0;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;1;1;0;0
2308906;Secretaria exclusiva;Masculino;49;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309003;Setor subordinado diretamente a chefia do Executivo;Masculino;60;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309102;Setor subordinado a outra secretaria;Masculino;51;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2309201;Setor subordinado a outra secretaria;Masculino;55;Ensino medio completo;1;1;0;0;0;1;0;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2309300;Setor subordinado a outra secretaria;Masculino;36;Ensino superior incompleto;0;;;;;;;;0;;1;2001;Paritário;1;1;1;1;0;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309409;Secretaria exclusiva;Feminino;40;Especializacao;1;1;0;0;1;0;1;0;1;1;0;;;;;;;;1;0;1;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309458;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2309508;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309607;Orgao da administracao indireta;Masculino;33;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;1;0;0;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2309706;Setor subordinado a outra secretaria;Masculino;48;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;1;1;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;1;1;1;0;1;1;;Sem adaptacao;;;;;1;0;1;0
2309805;Setor subordinado a outra secretaria;Feminino;44;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2309904;Secretaria exclusiva;Masculino;39;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2310001;Setor subordinado a outra secretaria;Masculino;54;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2310100;Setor subordinado a outra secretaria;Masculino;26;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2310209;Setor subordinado diretamente a chefia do Executivo;Masculino;37;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;1;0;0;;0;0;0;1;0;0;1;1;1;0;1;0;;Parcialmente adaptada;1;0;0;0;1;1;0;0
2310258;Setor subordinado a outra secretaria;Masculino;69;Ensino superior completo;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2310308;Secretaria exclusiva;Masculino;47;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2310407;Setor subordinado a outra secretaria;Masculino;38;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;1;0;;1;1;0;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;0;0;0
2310506;Setor subordinado a outra secretaria;Masculino;37;Ensino superior incompleto;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;0;;0;0
2310605;Setor subordinado a outra secretaria;Masculino;47;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2310704;Setor subordinado a outra secretaria;Masculino;47;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2310803;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2310852;Setor subordinado a outra secretaria;Masculino;39;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2310902;Nao possui estrutura;;;;1;1;0;0;0;0;1;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2310951;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2311009;Setor subordinado a outra secretaria;Feminino;45;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311108;Setor subordinado a outra secretaria;Feminino;40;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2311207;Secretaria exclusiva;Masculino;42;Ensino medio incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2311231;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311264;Setor subordinado diretamente a chefia do Executivo;Masculino;30;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311306;Secretaria em conjunto com outras politicas setoriais;Masculino;36;Ensino medio completo;1;1;1;1;1;1;1;1;1;0;0;;;;;;;;1;0;0;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311355;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
2311405;Orgao da administracao indireta;Feminino;40;Especializacao;1;1;0;0;0;0;0;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;1;0
2311504;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
2311603;Setor subordinado a outra secretaria;Masculino;55;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Sem adaptacao;;;;;1;1;0;0
2311702;Secretaria exclusiva;Masculino;41;Ensino fundamental incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311801;Setor subordinado a outra secretaria;Masculino;38;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2311900;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2311959;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2312007;Nao possui estrutura;;;;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;1;0;1;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2312106;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2312205;Setor subordinado a outra secretaria;Masculino;29;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2312304;Setor subordinado diretamente a chefia do Executivo;Masculino;37;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;1;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
2312403;Setor subordinado diretamente a chefia do Executivo;Masculino;30;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;1;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;0;1;0
2312502;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2312601;Setor subordinado diretamente a chefia do Executivo;Masculino;36;Ensino superior incompleto;1;1;0;0;0;0;0;0;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2312700;Setor subordinado a outra secretaria;Masculino;40;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2312809;Secretaria exclusiva;Masculino;40;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2312908;Secretaria em conjunto com outras politicas setoriais;Masculino;34;Ensino superior completo;1;1;0;0;1;1;1;0;1;1;1;1999;Tem maior representação da sociedade civil;1;1;0;0;1;0;;;0;1;1;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Parcialmente adaptada;1;0;0;0;1;1;1;0
2313005;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2313104;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313203;Secretaria em conjunto com outras politicas setoriais;Masculino;30;Ensino superior completo;1;1;1;0;0;0;1;0;0;;0;;;;;;;;1;0;1;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313252;Secretaria exclusiva;Masculino;48;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
2313302;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313351;Setor subordinado a outra secretaria;Masculino;60;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313401;Setor subordinado diretamente a chefia do Executivo;Masculino;39;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313500;Secretaria exclusiva;Feminino;38;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;0;;0;0;1;;;;;;;;;;1;Parcialmente adaptada;0;1;0;0;1;1;0;0
2313559;Setor subordinado diretamente a chefia do Executivo;Masculino;60;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
2313609;Secretaria em conjunto com outras politicas setoriais;Masculino;62;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
2313708;Setor subordinado a outra secretaria;Masculino;32;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
